Referee,location,Winner,title_bout,weight_class_Bantamweight,weight_class_Catch Weight,weight_class_Featherweight,weight_class_Flyweight,weight_class_Heavyweight,weight_class_Light Heavyweight,weight_class_Lightweight,weight_class_Middleweight,weight_class_Open Weight,weight_class_Welterweight,weight_class_Women's Bantamweight,weight_class_Women's Featherweight,weight_class_Women's Flyweight,weight_class_Women's Strawweight,B_Stance_Open Stance,B_Stance_Orthodox,B_Stance_Sideways,B_Stance_Southpaw,B_Stance_Switch,R_Stance_Open Stance,R_Stance_Orthodox,R_Stance_Sideways,R_Stance_Southpaw,R_Stance_Switch,avg_opp_SIG_STR_pct_diff,avg_TD_pct_diff,avg_opp_TD_pct_diff,avg_SUB_ATT_diff,avg_opp_SUB_ATT_diff,avg_REV_diff,avg_opp_REV_diff,avg_SIG_STR_att_diff,avg_opp_SIG_STR_att_diff,avg_SIG_STR_landed_diff,avg_opp_SIG_STR_landed_diff,avg_TOTAL_STR_att_diff,avg_opp_TOTAL_STR_att_diff,avg_TOTAL_STR_landed_diff,avg_opp_TOTAL_STR_landed_diff,avg_TD_att_diff,avg_opp_TD_att_diff,avg_TD_landed_diff,avg_opp_TD_landed_diff,avg_HEAD_att_diff,avg_opp_HEAD_att_diff,avg_HEAD_landed_diff,avg_opp_HEAD_landed_diff,avg_BODY_att_diff,avg_opp_BODY_att_diff,avg_BODY_landed_diff,avg_opp_BODY_landed_diff,avg_LEG_att_diff,avg_opp_LEG_att_diff,avg_LEG_landed_diff,avg_opp_LEG_landed_diff,avg_DISTANCE_att_diff,avg_opp_DISTANCE_att_diff,avg_DISTANCE_landed_diff,avg_opp_DISTANCE_landed_diff,avg_CLINCH_att_diff,avg_opp_CLINCH_att_diff,avg_CLINCH_landed_diff,avg_opp_CLINCH_landed_diff,avg_GROUND_att_diff,avg_opp_GROUND_att_diff,avg_GROUND_landed_diff,avg_opp_GROUND_landed_diff,avg_CTRL_time(seconds)_diff,avg_opp_CTRL_time(seconds)_diff,total_time_fought(seconds)_diff,total_rounds_fought_diff,total_title_bouts_diff,current_win_streak_diff,current_lose_streak_diff,longest_win_streak_diff,wins_diff,losses_diff,draw_diff,win_by_Decision_Majority_diff,win_by_Decision_Split_diff,win_by_Decision_Unanimous_diff,win_by_KO/TKO_diff,win_by_Submission_diff,win_by_TKO_Doctor_Stoppage_diff,Height_cms_diff,Reach_cms_diff,Weight_lbs_diff,age_diff
John McCarthy, USA,Blue,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.2775,0.75,0.8,1.952596537,-0.030208333,0,0,-3.212239583,-7.802083333,2.333333333,-6.916666667,-9.895833333,0,-3.166666667,0.543743157,-0.153391393,-0.166666667,0.25,0.270833333,-6.775260417,-3.5,-1,-3.822205607,0.57854983,-1.916666667,0.833333333,-1.127604167,4,-1.59375,3.329427083,-1.252018229,-7.666666667,-8.322916667,-0.520833333,-5.333333333,8.635416667,-1.711197917,5.770833333,-1.083333333,-1.666666667,4.755208333,-1.152083333,1.166666667,-99.21191406,-94.125,-161.5,1,0,1,0,1,1,0,0,0,0,0,0,1,0,7.62,12.7,15,-1
Mario Yamasaki, USA,Blue,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-0.25,-0.333333333,-1,-1,0,5,12.33333333,8,4.666666667,0,0,3.333333333,7.666666667,0,-2,0,-2,-1.333333333,7.666666667,2,2.666666667,7,1.666666667,6.333333333,0,-0.666666667,3,-0.333333333,2,-1.666666667,3.333333333,1.666666667,2,0,-0.666666667,1,-0.333333333,6.666666667,9.666666667,5.333333333,3,208,-31,235,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-5.08,-7.62,0,1
Gary Copeland, USA,Red,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,-0.0125,-0.375,-0.455,-0.5,-0.458333333,-0.291666667,-0.083333333,24.58333333,46.54166667,12.16666667,15.25,16.125,0,4.541666667,11.33333333,-0.666666667,-1.416666667,-0.333333333,-0.5,20.625,44.95833333,9,16.375,1.541666667,-0.75,0.875,-1.083333333,2.416666667,2.333333333,2.291666667,-0.041666667,25.875,50.125,13.83333333,18.95833333,0.375,-1,-0.625,-1.541666667,-1.666666667,-2.583333333,-1.041666667,-2.166666667,-151,-313.125,-216.75,-5,0,1,-3,0,0,-1,0,0,0,0,0,0,0,-7.62,-7.62,0,-1
Jacob Montalvo, USA,Blue,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.015233002,-0.0625,0.319599304,-0.00016276,0,0,0,4.3628184,5.238047282,1.224772135,2.416976929,7.250615438,0,3.474955241,13.23260498,1.4765625,0.842046102,-0.020833333,0.308583577,-0.068974813,5.789128621,-0.938908895,3.193674723,4.42805481,0.662307739,2.206085205,0.54935201,0.003738403,-1.213389079,-0.042404175,-1.326049805,2.438725789,2.58678182,-0.457219442,0.004002889,2.006062826,2.068013509,1.698038737,1.41301473,-0.081970215,0.583251953,-0.01604716,0.99995931,20.76828003,328.1175232,541.1466675,-32,0,0,0,-4,-10,-6,0,0,-2,-2,-5,-1,0,-5.08,-2.54,0,-7
Yves Lavigne, Canada,Red,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.03875,-0.31375,-0.0625,-0.0625,0.25,0,-0.166666667,-22.83333333,-30.95833333,-12.04166667,-13.4375,-33.08333333,0,-20.79166667,-27.625,-2.583333333,-0.854166667,-0.875,-0.020833333,-18.08333333,-23.89583333,-8.5,-8.770833333,-3.541666667,-4.708333333,-2.333333333,-2.625,-1.208333333,-2.354166667,-1.208333333,-2.041666667,-20.10416667,-27.89583333,-10.08333333,-10.97916667,-2.083333333,-2.333333333,-1.5625,-1.208333333,-0.645833333,-0.729166667,-0.395833333,-1.25,-272.5,-128.625,-825.5,-13,-1,0,0,-3,-3,-1,0,0,0,-1,0,-2,0,2.54,5.08,0,2
Joseph Hawes, USA,Blue,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.005731773,0,0.008261719,-0.008582052,-0.003660297,0,0,-0.571614583,-0.488248698,-0.083333333,0.10043246,-0.706176758,0,0.03125,0.28246127,-0.013275274,0,-0.010367839,0.020833333,-0.366905721,-0.438802083,-0.124641927,-0.074069214,-0.07854983,-0.041666667,-0.033854167,-0.025313314,-0.00141805,0.058797201,-0.046158854,0.05880127,-0.583333333,-0.782552083,-0.3125,-0.177604167,0.03125,-0.004919434,0.028645833,-0.035408783,-0.070849609,-0.005208333,-0.020442708,-1.11E-16,-5.653320313,4.625,-17.34410095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.54,-5.08,-10,-1
John McCarthy, USA,Blue,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.1825,-0.165625,0.23125,0.166666667,0.010416667,-0.114583333,-0.104166667,-0.010416667,0.3125,1.583333333,-0.979166667,13.07291667,0,13.47916667,-11.52083333,-0.333333333,-0.25,-0.333333333,0.333333333,1.229166667,0.895833333,1.854166667,-0.635416667,-0.364583333,-0.447916667,0.135416667,-0.520833333,-0.875,-0.135416667,-0.40625,0.177083333,-3.875,-1.125,-1.71875,-1.3125,1.916666667,-1.28125,2.0625,-0.916666667,1.947916667,2.71875,1.239583333,1.25,-4.875,-17.1875,6.125,-7,0,-3,1,-2,-2,-1,0,0,0,-2,-1,1,0,0,0,0,-1
Kevin Sataki, United Arab Emirates,Blue,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.138341064,0.029990234,-0.105419922,0.006591797,0.010416667,0,0.00016276,-19.51074219,-13.64599609,-8.954972331,-9.15542806,-17.85067546,0,-7.234163411,-8.183569336,-0.06965332,-1.102229818,0.02351888,-0.291210938,-11.6309082,-6.538378906,-2.080436198,-3.234757487,-5.283886719,-2.775577799,-4.71344401,-2.506852214,-2.595947266,-4.332039388,-2.161092122,-3.413818359,-19.05524089,-13.42209473,-8.351310221,-9.113232422,-0.458740234,-0.465258789,-0.654418945,-0.216544596,0.003238932,0.241357422,0.050756836,0.174348958,6.931762695,72.86950684,-354.2282715,22,-1,-5,0,-2,3,4,0,0,0,2,0,1,0,-5.08,2.54,0,7
Al Guinee, USA,Red,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.105,-0.37,0.25,-0.333333333,0.166666667,0,0,-23.66666667,-32.66666667,-5.166666667,-10.33333333,-30.33333333,0,-11.16666667,-11,-2.5,0.333333333,-1,0.833333333,-23.16666667,-30.66666667,-6.5,-9.833333333,0.333333333,0.5,1,0.166666667,-0.833333333,-2.5,0.333333333,-0.666666667,-24.33333333,-28,-6.5,-9.333333333,0.5,-1,1.166666667,0.666666667,0.166666667,-3.666666667,0.166666667,-1.666666667,-188.5,138,-333,1,0,0,1,0,0,1,0,0,0,0,0,0,0,7.62,7.62,0,7
John McCarthy, USA,Blue,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.053125,0.36890625,-0.125,0.203125,0.369791667,-0.041666667,0.020833333,-3.161458333,-0.989583333,-1.916666667,-0.807291667,0.182291667,0,1.901041667,4.697916667,1.109375,-0.8125,0.932291667,-0.75,-1.140625,-3.046875,-0.036458333,-2.677083333,-2.322916667,0.114583333,-2.135416667,0.104166667,0.302083333,1.942708333,0.255208333,1.765625,-3.265625,2.1875,-1.416666667,0.515625,-1.791666667,-1.135416667,-1.416666667,-0.5625,1.895833333,-2.041666667,0.916666667,-0.760416667,294.890625,-72.34375,206.5,0,-1,-4,0,-2,0,1,0,0,0,-1,-1,2,0,0,2.54,0,4
Josh Rosenthal, USA,Blue,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.1175,0.0725,0.5175,0.041666667,0.208333333,0.166666667,0.25,1.5,-0.541666667,3.958333333,-4.041666667,-5.25,0,-2.458333333,-9.541666667,1.458333333,-2.208333333,0.083333333,-0.583333333,0.791666667,2.708333333,3.791666667,-1.291666667,1.083333333,0.291666667,0.625,-0.083333333,-0.375,-3.541666667,-0.458333333,-2.666666667,-2.333333333,7,0.083333333,2.541666667,-1,-1.041666667,-0.291666667,-0.583333333,4.833333333,-6.5,4.166666667,-6,90.5,-170.25,-139.875,-2,-1,1,-4,1,1,-1,0,0,0,0,1,0,0,0,0,0,-1
Kevin Sataki, Germany,Blue,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.025,-0.00625,-0.3375,-0.077596537,0.030208333,0,0,-17.49609375,-8.114583333,-8.166666667,-2.791666667,-21.9375,0,-13.04166667,0.414590176,-0.721608607,-1.75,-0.291666667,-0.8125,-5.599739583,-7.541666667,-0.916666667,-2.636127726,-9.411883163,-1.583333333,-5.875,-0.747395833,-3.5,0.21875,-2.204427083,-0.122981771,-10.625,-10.13541667,-4.354166667,-3.791666667,-8.46875,-1.538802083,-4.8125,-1.291666667,-0.916666667,1.036458333,-0.764583333,0.625,-53.66308594,-120.625,-178,-11,0,-1,0,-1,-2,-2,0,0,0,0,0,-2,0,-2.54,0,0,-1
Mike Beltran, USA,Blue,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.005731773,0,0.008261719,-0.008582052,-0.003660297,0,0,-0.571614583,-0.488248698,-0.083333333,0.10043246,-0.706176758,0,0.03125,0.28246127,-0.013275274,0,-0.010367839,0.020833333,-0.366905721,-0.438802083,-0.124641927,-0.074069214,-0.07854983,-0.041666667,-0.033854167,-0.025313314,-0.00141805,0.058797201,-0.046158854,0.05880127,-0.583333333,-0.782552083,-0.3125,-0.177604167,0.03125,-0.004919434,0.028645833,-0.035408783,-0.070849609,-0.005208333,-0.020442708,-1.11E-16,-5.653320313,4.625,-17.34410095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.54,-2.54,-10,-4
John McCarthy, Mexico,Red,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-0.192094727,-0.019902344,-0.498032227,0.026041667,-0.09000651,0.03108724,0.018229167,7.319173177,8.158040365,-0.361002604,0.036783854,5.739746094,0,-1.971028646,-3.262369792,-1.36702474,-0.461588542,-0.621744792,-0.618489583,2.622721354,7.30078125,-3.193033854,0.222005208,3.392903646,2.905436198,1.818196615,1.945638021,1.303548177,-2.048177083,1.013834635,-2.130859375,10.42838542,9.035481771,1.901041667,0.926432292,-0.283691406,0.42578125,-0.362304688,0.18733724,-2.825520833,-1.303222656,-1.899739583,-1.076985677,-29.26904297,-185.4975586,-45.18603516,-15,1,4,0,-2,-3,-2,0,0,2,-4,-2,1,0,-15.24,-22.86,15,-4
Kevin Dornan, Canada,Red,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.115,0.035,-0.875,0,-1.5,-0.333333333,-0.833333333,-19.66666667,-14,-7.666666667,-7,-46.33333333,0,-32.16666667,-13.16666667,0,-0.5,0,-1.333333333,-15.83333333,-13,-4.5,-6.5,-3.166666667,-1,-2.666666667,-0.5,-0.666666667,0,-0.5,0,-8.666666667,-4.666666667,-2.5,-2.166666667,-4.833333333,-3.333333333,-1.333333333,-2,-6.166666667,-6,-3.833333333,-2.833333333,-44,-429,-633,-5,0,1,-1,0,0,-1,0,0,-1,0,0,1,0,-5.08,2.54,0,-6
James Chappell, USA,Blue,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-0.156892077,0.087810159,0.007024562,0,0.1246744,-3.97E-08,-3.97E-08,-23.05383311,-37.15055194,-6.965189318,-24.16875899,-22.75203326,0,-6.725874432,-23.56447554,0.629437649,0.59553268,0.142547727,0.148021762,-17.6929542,-31.32909219,-2.483774594,-18.67976849,-2.135194627,-0.970392529,-1.763821077,-1.365107075,-3.225684281,-4.851067221,-2.717593646,-4.123883422,-24.08920623,-34.57462106,-7.549583932,-22.46507305,0.987773581,-2.817862761,0.526986535,-2.035548437,0.047599538,0.241931876,0.057408079,0.331862489,10.65269947,15.2724483,52.71456802,-50,-1,-2,0,-2,-10,-10,0,0,-1,-4,-4,0,-1,5.08,10.16,0,-5
Herb Dean, USA,Red,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-0.0871875,0.044375,0.3875,0.385416667,-0.270833333,0.010416667,0.125,13.21875,13.88541667,1.583333333,8.614583333,6.479166667,0,-5.0625,10.21875,0.208333333,0.395833333,-0.322916667,0.354166667,10.34375,9.958333333,0.34375,4.8125,2,2.03125,1.177083333,1.739583333,0.875,1.895833333,0.0625,2.0625,15.30208333,7.260416667,2.927083333,4.489583333,-0.052083333,2.28125,0.46875,1.677083333,-2.03125,4.34375,-1.8125,2.447916667,-148.125,130.34375,240.09375,0,0,-1,1,1,0,1,0,0,1,-3,0,2,0,0,10.16,15,1
John McCarthy, USA,Red,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.005731773,0,0.008261719,-0.008582052,-0.003660297,0,0,-0.571614583,-0.488248698,-0.083333333,0.10043246,-0.706176758,0,0.03125,0.28246127,-0.013275274,0,-0.010367839,0.020833333,-0.366905721,-0.438802083,-0.124641927,-0.074069214,-0.07854983,-0.041666667,-0.033854167,-0.025313314,-0.00141805,0.058797201,-0.046158854,0.05880127,-0.583333333,-0.782552083,-0.3125,-0.177604167,0.03125,-0.004919434,0.028645833,-0.035408783,-0.070849609,-0.005208333,-0.020442708,-1.11E-16,-5.653320313,4.625,-17.34410095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54,2.54,0,-8
Yves Lavigne, Canada,Blue,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.24765625,-0.570859375,0.0515625,-0.327596537,-0.2328125,-0.020833333,-0.106770833,12.29036458,12.90625,5.666666667,6.361979167,12.1875,0,4.145833333,9.172402676,-0.419525274,0.481770833,-0.3984375,0.138020833,9.012239583,9.536458333,3.5625,3.941997274,1.088116837,1.692708333,0.4296875,1.161458333,1.174479167,0.885416667,0.845052083,0.543684896,11.66145833,9.203125,4.893229167,3.786458333,0.700520833,0.745052083,0.208333333,0.471354167,-2.5859375,0.434895833,-1.199479167,0.4375,-165.5693359,44.2109375,244.2890625,-16,0,0,-1,-3,-5,-3,0,0,0,-1,0,-4,0,2.54,-12.7,15,-2
John McCarthy, USA,Red,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.09,-0.77,0.10375,-0.2,-0.433333333,0,0,1.7,11.04583333,1.166666667,3.470833333,-8.591666667,0,-6.408333333,-12.4375,-2.1,1.125,-1.6,0.1875,-0.616666667,8.295833333,-1.1875,2.604166667,-0.25,-0.1125,-0.083333333,-0.283333333,2.566666667,2.8625,2.4375,1.15,13.15833333,9.541666667,4.791666667,3.283333333,0.016666667,1.145833333,0.0875,0.133333333,-11.475,0.358333333,-3.7125,0.054166667,-526,-35,-710.625,-3,-2,3,0,3,2,-1,0,0,1,-2,3,0,0,7.62,7.62,36,-2
Yves Lavigne, United Kingdom,Red,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.064397265,0.000594561,0.49083337,0.00021867,0.348167201,0.000396699,-0.000325531,-27.28443756,-9.719424367,-9.623797003,-3.723283098,-25.9167633,0,-8.216578037,0.835455461,-0.048090092,0.095200396,-0.000388555,0.294248948,-22.6777624,-6.11389538,-5.799560277,-0.491311546,-1.625019964,-1.791541612,-1.139360229,-1.595603897,-2.981655202,-1.813987374,-2.684876498,-1.636367655,-26.88541498,-12.32849529,-9.385764396,-5.473144291,0.07969021,1.046062696,-0.038857176,0.637373104,-0.478712793,1.563008227,-0.199175431,1.112488089,-16.70978165,76.08191615,-492.432663,-28,1,-2,0,0,-10,1,0,0,0,-4,-6,0,0,-5.08,-2.54,0,9
Mario Yamasaki, USA,Blue,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.118691406,0.089824219,-0.258652344,0.216471354,0.021809896,0.083658854,0.000325521,-4.469075521,-5.025716146,-1.94921875,0.241210938,1.824544271,0,4.355794271,2.134114583,0.303710938,0.473307292,0.211914063,0.154622396,-4.034505208,-0.143554688,-2.121744792,4.349283854,0.978190104,-2.038411458,1.045247396,-1.26171875,-1.412760417,-2.84375,-0.872721354,-2.846354167,-9.116210938,-3.555989583,-4.657877604,0.915690104,1.269856771,-3.670572917,0.693684896,-2.418619792,3.377278646,2.200846354,2.014973958,1.744140625,53.41992188,96.76660156,101.8945313,18,1,-3,1,0,1,5,0,0,0,2,0,0,-1,7.62,5.08,0,1
Dan Miragliotta, USA,Red,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-0.113462219,-0.217811279,0.19673645,0.035465495,0.009228516,4.88E-05,0,-8.90296224,-7.186798096,-7.63211263,-6.190917969,-1.146535238,0,0.273195394,-17.51317749,-0.043990072,0.675394694,-0.247446696,0.564951579,-9.590661621,-7.816815186,-6.798341878,-5.783886719,2.576772054,-0.758463542,1.413448079,-0.991784668,-1.889072673,1.388480632,-2.247218831,0.584753418,-6.175899251,-6.647735596,-6.68902181,-5.316562907,2.854996745,2.022157796,1.483868408,1.387239583,-5.582059733,-2.561220296,-2.426959229,-2.261594645,-376.4508667,-75.01919556,-651.1915588,32,2,-1,1,5,11,4,0,0,0,1,2,7,1,7.62,10.16,10,10
Jason McCoy, USA,Red,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-0.085,-0.075,-0.465,0,-1.5,-0.166666667,0,23.66666667,63.5,-1.5,15.5,20.33333333,0,-5.166666667,9.833333333,-0.166666667,-1.666666667,-0.166666667,-0.833333333,22.83333333,61.83333333,1.333333333,15.16666667,-0.166666667,1.333333333,-2,0.166666667,1,0.333333333,-0.833333333,0.166666667,27.83333333,63.83333333,3,16.16666667,-1.5,0.166666667,-0.833333333,-0.166666667,-2.666666667,-0.5,-3.666666667,-0.5,37,-339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.16,0,-3
Dan Miragliotta, USA,Red,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.128798828,-0.36625,0.274990234,-0.305078125,0.026529948,-0.041503906,-0.0625,24.3757487,12.62867839,12.73880208,7.080338542,24.43873698,0,13.10846354,3.748828125,-1.238932292,2.534342448,-0.608333333,0.701009115,17.27949219,3.865690104,6.714355469,0.084277344,1.699804688,4.816829427,1.694075521,3.231217448,5.396451823,3.946158854,4.330371094,3.76484375,24.82900391,10.00423177,12.92815755,4.726464844,1.103776042,1.779231771,1.160644531,1.912792969,-1.55703125,0.845214844,-1.35,0.441080729,-378.543457,227.4130859,146.1435547,24,0,-2,0,0,2,6,0,0,2,1,-1,-1,1,2.54,7.62,0,-7
Fernando Portella, Argentina,Red,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.028231773,0.75,-0.191738281,-0.055985514,-0.033868631,0,0,7.716145833,2.376334635,3.25,1.85043246,0.564656576,0,-1.96875,-2.84046224,0,-0.666666667,0.406298828,-0.208333333,2.524500529,0.89453125,-0.45797526,0.270391846,0.833333333,-0.791666667,0.299479167,-0.65291748,5.49858195,3.131713867,4.116601563,2.80678304,13.41666667,5.227864583,6.833333333,3.4890625,-1.833333333,-1.71611735,-1.200520833,-1.118742116,-1.404182943,1.083333333,-0.839192708,0.833333333,-93.86523438,-85.5,-70.84410095,2,0,0,1,0,0,1,0,0,0,0,0,0,0,-5.08,2.54,0,5
Kevin MacDonald, USA,Blue,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.1,0,-0.34,0,0,0,0,-17.66666667,-1.666666667,-5.333333333,2.333333333,-20,0,-8.666666667,-2.333333333,0,0.333333333,0,0,-11.33333333,13,-1,14.66666667,-3,-12,-2,-10.66666667,-3.333333333,-2.666666667,-2.333333333,-1.666666667,-13.33333333,-20.33333333,-3.333333333,-11,-4.666666667,-11.33333333,-2.333333333,-9.333333333,0.333333333,30,0.333333333,22.66666667,-7,-154,-382,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.08,-7.62,0,0
Dan Miragliotta, USA,Red,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.033100586,0.133457031,-0.025510254,0.420247396,0,-0.166666667,0.000244141,-0.857747396,7.422607422,6.270182292,1.706787109,-2.136474609,0,4.733723958,-7.474527995,0.231201172,-1.579996745,0.031819661,-0.679361979,-7.623697917,5.464111328,1.34366862,0.274169922,3.961669922,1.962565104,2.571451823,1.268636068,2.804280599,-0.00406901,2.355061849,0.16398112,-6.329996745,6.953857422,1.682291667,3.021565755,3.517008464,1.292724609,2.631510417,0.359781901,1.955240885,-0.823974609,1.956380208,-1.674560547,6.58984375,-60.37866211,-43.69555664,21,0,-4,1,1,5,3,0,0,0,0,2,3,0,0,7.62,-10,5
Kim Winslow, USA,Red,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.141929321,0.365326538,0.321103516,-0.146744792,0.5,0,-2.03E-05,7.59292806,5.698250326,4.145186361,3.027701823,7.210424805,0,3.773994954,8.221016439,-0.765458171,0.686136882,0.026794434,0.249707031,3.693859863,5.037447103,1.035384115,2.281433105,1.90016276,-0.115425618,1.308121745,0.009733073,1.998905436,0.776228841,1.801680501,0.736535645,6.211592611,5.465755208,3.730790202,3.800415039,0.110013835,-1.243355306,-0.221488444,-1.467171224,1.271321615,1.475850423,0.635884603,0.694458008,-38.8380127,133.7088013,208.2210083,-17,-1,-3,0,-3,-8,-3,0,0,0,0,-4,-4,0,5.08,2.54,0,-6
Herb Dean, USA,Blue,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.0321875,-0.0728125,0.179375,0.166666667,0,0,0,-3.4625,7.270833333,-1.76875,2.110416667,-3.847916667,0,-2.320833333,8.55,-0.3125,1.35625,-0.03125,0.479166667,-8.160416667,8.63125,-5.375,1.991666667,-1.360416667,-2.166666667,-0.366666667,-0.6875,6.058333333,0.80625,3.972916667,0.80625,5.31875,4.564583333,3.116666667,-0.96875,-0.520833333,1.416666667,-0.3125,1.604166667,-8.260416667,1.289583333,-4.572916667,1.475,-45.59375,136.15625,335.125,-9,-1,0,-1,-1,-2,-2,0,0,-1,1,-2,0,0,0,5.08,0,6
Yves Lavigne, Canada,Red,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.113125,-0.168261719,0.12375,-0.2375,0.450716146,-0.001302083,0.041015625,10.52304688,9.176822917,2.129296875,2.741341146,12.27858073,0,3.986458333,2.095768229,-0.091927083,-0.563541667,-0.015690104,-0.045833333,14.30182292,5.941666667,5.185221354,1.155729167,-0.773372396,0.314518229,-1.096289063,-0.818489583,-3.005403646,2.920638021,-1.959635417,2.404101563,13.4766276,10.05449219,5.374869792,3.399283854,-4.781770833,-0.844401042,-4.147721354,-0.641927083,1.828190104,-0.033268229,0.902148438,-0.016015625,-86.8046875,-110.5449219,-104.109375,-31,-7,2,0,-3,-5,-2,0,0,-1,-3,1,-2,0,5.08,0,0,-4
Herb Dean, Croatia,Red,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.040625,-0.044375,0.183125,0.047403463,0.030208333,0,0,5.50390625,8.239583333,1.145833333,3.9375,12.29166667,0,6.375,8.727090176,0.340891393,-0.833333333,-0.020833333,0.166666667,4.337760417,6.583333333,0.458333333,2.926372274,0.025616837,0.541666667,-0.25,0.127604167,0.125,0.322916667,0.108072917,0.168684896,3.791666667,3.90625,-0.333333333,1.041666667,1.072916667,0.877864583,0.770833333,0.604166667,-1.875,0.932291667,-1.05625,0.625,56.52441406,63.375,238.875,-11,0,-1,0,-3,-4,-1,0,0,0,-1,-3,0,0,0,-7.62,0,2
Jason Herzog, USA,Red,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.044685059,0.287841797,0.184144287,0.162329102,-0.001302083,0.140755208,-0.001871745,-24.40506185,-14.93680013,-12.21101074,-5.698347982,-22.48837077,0,-10.33648275,-5.16398112,0.013541667,0.569287109,0.083284505,0.355143229,-20.02563477,-13.72593587,-8.515299479,-5.440625,-1.359733073,-1.579752604,-0.757666016,-0.48910319,-3.01969401,0.368888346,-2.938045247,0.231380208,-24.08511556,-15.23472493,-11.84085286,-6.298754883,0.28922526,1.451782227,0.251334635,1.495760091,-0.609171549,-1.153857422,-0.621492513,-0.89535319,87.23144531,38.79882813,-344.0195313,5,2,-3,1,-5,-5,5,0,0,0,-2,0,-2,-1,-2.54,-10.16,0,-3
