Referee,location,Winner,title_bout,weight_class_Bantamweight,weight_class_Catch Weight,weight_class_Featherweight,weight_class_Flyweight,weight_class_Heavyweight,weight_class_Light Heavyweight,weight_class_Lightweight,weight_class_Middleweight,weight_class_Open Weight,weight_class_Welterweight,weight_class_Women's Bantamweight,weight_class_Women's Featherweight,weight_class_Women's Flyweight,weight_class_Women's Strawweight,B_Stance_Open Stance,B_Stance_Orthodox,B_Stance_Sideways,B_Stance_Southpaw,B_Stance_Switch,R_Stance_Open Stance,R_Stance_Orthodox,R_Stance_Sideways,R_Stance_Southpaw,R_Stance_Switch,avg_opp_SIG_STR_pct_diff,avg_TD_pct_diff,avg_opp_TD_pct_diff,avg_SUB_ATT_diff,avg_opp_SUB_ATT_diff,avg_REV_diff,avg_opp_REV_diff,avg_SIG_STR_att_diff,avg_opp_SIG_STR_att_diff,avg_SIG_STR_landed_diff,avg_opp_SIG_STR_landed_diff,avg_TOTAL_STR_att_diff,avg_opp_TOTAL_STR_att_diff,avg_TOTAL_STR_landed_diff,avg_opp_TOTAL_STR_landed_diff,avg_TD_att_diff,avg_opp_TD_att_diff,avg_TD_landed_diff,avg_opp_TD_landed_diff,avg_HEAD_att_diff,avg_opp_HEAD_att_diff,avg_HEAD_landed_diff,avg_opp_HEAD_landed_diff,avg_BODY_att_diff,avg_opp_BODY_att_diff,avg_BODY_landed_diff,avg_opp_BODY_landed_diff,avg_LEG_att_diff,avg_opp_LEG_att_diff,avg_LEG_landed_diff,avg_opp_LEG_landed_diff,avg_DISTANCE_att_diff,avg_opp_DISTANCE_att_diff,avg_DISTANCE_landed_diff,avg_opp_DISTANCE_landed_diff,avg_CLINCH_att_diff,avg_opp_CLINCH_att_diff,avg_CLINCH_landed_diff,avg_opp_CLINCH_landed_diff,avg_GROUND_att_diff,avg_opp_GROUND_att_diff,avg_GROUND_landed_diff,avg_opp_GROUND_landed_diff,avg_CTRL_time(seconds)_diff,avg_opp_CTRL_time(seconds)_diff,total_time_fought(seconds)_diff,total_rounds_fought_diff,total_title_bouts_diff,current_win_streak_diff,current_lose_streak_diff,longest_win_streak_diff,wins_diff,losses_diff,draw_diff,win_by_Decision_Majority_diff,win_by_Decision_Split_diff,win_by_Decision_Unanimous_diff,win_by_KO/TKO_diff,win_by_Submission_diff,win_by_TKO_Doctor_Stoppage_diff,Height_cms_diff,Reach_cms_diff,Weight_lbs_diff,age_diff
Eduardo Herdy, Brazil,Red,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-0.0475,-0.625,0.035,-0.119263204,0.030208333,0,0,-13.12109375,-25.53125,-9.833333333,-12.41666667,-16.9375,0,-14,-12.54374316,-0.346608607,0,-0.583333333,0.0625,-16.22473958,-22.5,-12.16666667,-10.84446106,1.254783503,-0.25,0.833333333,0.294270833,0.833333333,-3.572916667,0.670572917,-2.581315104,-9.5,-27.34375,-6.145833333,-13.16666667,0.364583333,0.377864583,-0.104166667,0.083333333,-6.5,-1.088541667,-5.347916667,-1,-139.7880859,75.125,18,-5,0,-2,0,-2,-2,0,0,0,0,0,-1,-1,0,-7.62,0,0,-10
Kevin Sataki, United Arab Emirates,Red,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.1075,0.03,0.2,0.047403463,0.030208333,0,0,-24.95442708,-20.86458333,-16.66666667,-4.416666667,-45.27083333,0,-36,-10.87707649,-2.346608607,0.666666667,-0.416666667,0.229166667,-19.55807292,-22.66666667,-11.66666667,-5.34446106,-3.57854983,0.083333333,-3.666666667,-0.705729167,-2.833333333,0.927083333,-2.162760417,0.918684896,-18.66666667,-23.67708333,-9.8125,-5.333333333,-2.135416667,-0.288802083,-2.770833333,-0.916666667,-6.666666667,0.578125,-5.847916667,0.166666667,-427.7880859,92.125,-261.5,-3,0,-1,0,-1,-1,0,0,0,0,-1,0,0,0,2.54,7.62,0,6
Herb Dean, USA,Blue,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.005731773,0,-0.008261719,0.008582052,0.003660297,0,0,0.571614583,0.488248698,0.083333333,-0.10043246,0.706176758,0,-0.03125,-0.28246127,0.013275274,0,0.010367839,-0.020833333,0.366905721,0.438802083,0.124641927,0.074069214,0.07854983,0.041666667,0.033854167,0.025313314,0.00141805,-0.058797201,0.046158854,-0.05880127,0.583333333,0.782552083,0.3125,0.177604167,-0.03125,0.004919434,-0.028645833,0.035408783,0.070849609,0.005208333,0.020442708,1.11E-16,5.653320313,-4.625,17.34410095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.16,-12.7,18,7
Andy Social, Canada,Blue,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,-0.183203125,-0.20375,-0.53796875,-0.403645833,-0.041666667,-0.255208333,-0.002604167,50.05104167,33.10833333,12.675,8.321354167,25.7671875,0,-9.778125,-17.62395833,0.536458333,-0.555729167,-0.200520833,-0.803125,41.24895833,26.92708333,6.880729167,3.684375,6.653645833,-0.917708333,3.783854167,-1.363020833,2.1484375,7.098958333,2.010416667,6,54.08489583,39.92864583,15.76614583,14.20677083,-1.330729167,-2.547916667,-0.947916667,-2.032291667,-2.703125,-4.272395833,-2.143229167,-3.853125,-267.5078125,-188.3671875,106.9375,-8,-1,-2,0,-1,-3,-1,0,0,-1,-1,0,-1,0,7.62,0,-10,-4
Randy Corley, USA,Blue,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.005731773,0,0.008261719,-0.008582052,-0.003660297,0,0,-0.571614583,-0.488248698,-0.083333333,0.10043246,-0.706176758,0,0.03125,0.28246127,-0.013275274,0,-0.010367839,0.020833333,-0.366905721,-0.438802083,-0.124641927,-0.074069214,-0.07854983,-0.041666667,-0.033854167,-0.025313314,-0.00141805,0.058797201,-0.046158854,0.05880127,-0.583333333,-0.782552083,-0.3125,-0.177604167,0.03125,-0.004919434,0.028645833,-0.035408783,-0.070849609,-0.005208333,-0.020442708,-1.11E-16,-5.653320313,4.625,-17.34410095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.16,15.24,0,-3
Mario Yamasaki, USA,Red,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.13,0,-0.21,0,0,0,0,20.75,22.75,-0.666666667,2.916666667,21.33333333,0,-0.083333333,-5.583333333,0.083333333,0.416666667,0,-0.083333333,26.41666667,20.66666667,4.916666667,0.166666667,-7,0.416666667,-5.833333333,1.25,1.333333333,1.666666667,0.25,1.5,33.25,33.66666667,7.333333333,8.083333333,-15.08333333,-9.25,-9.666666667,-4.916666667,2.583333333,-1.666666667,1.666666667,-0.25,-100.75,-91.25,284.5,3,-1,2,0,2,1,-1,0,0,1,0,1,-1,0,0,-5.08,0,3
Neil Hall, Denmark,Red,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0221875,0.2440625,-0.1409375,0.270833333,0.057291667,-0.0625,0.083333333,-8.416666667,-2.598958333,-2.515625,-0.427083333,-7.213541667,0,-1.776041667,-2.75,-0.53125,-0.182291667,-0.192708333,-0.078125,-3.541666667,-4.1875,2.479166667,-1.119791667,-2.635416667,0.802083333,-3.3125,0.34375,-2.239583333,0.786458333,-1.682291667,0.348958333,-14.15104167,-2.119791667,-5.145833333,-0.666666667,-0.333333333,1.119791667,-0.34375,0.75,6.067708333,-1.598958333,2.973958333,-0.510416667,-29.203125,-31.609375,-257.71875,-2,0,-3,1,-2,-2,2,0,0,0,-2,-1,1,0,-2.54,-5.08,0,1
Greg Kleynjans, Philippines,Red,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0075,1,-0.3625,-0.5,0,-0.25,0,29.83333333,4.833333333,20.58333333,3.166666667,34.75,0,22.16666667,29.66666667,0.083333333,-0.25,0.333333333,-0.833333333,28.25,9.583333333,19,6.75,2,-1.833333333,1.583333333,-1.25,-0.416666667,-2.916666667,-4.44E-16,-2.333333333,1.666666667,-0.583333333,2.583333333,-0.25,17.5,5.333333333,10.5,2.25,10.66666667,0.083333333,7.5,1.166666667,234.5,46.75,209.25,-4,-1,1,-3,1,1,-3,0,0,1,0,0,0,0,0,-7.62,0,2
Mario Yamasaki, USA,Red,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.194765625,0.6015625,0.17515625,-0.236979167,0.317708333,-0.0078125,0.161458333,-9.606770833,-7.565104167,-4.0625,-6.223958333,-18.81510417,0,-12.59895833,-1.3515625,0.981770833,-2.604166667,0.658854167,-0.997395833,-7.411458333,-6.143229167,-2.015625,-4.234375,-2.184895833,-2.052083333,-1.986979167,-1.953125,-0.010416667,0.630208333,-0.059895833,-0.036458333,-4.6875,1.416666667,-0.114583333,-0.934895833,-5.263020833,-2.09375,-4.020833333,-1.408854167,0.34375,-6.888020833,0.072916667,-3.880208333,38,-304.3828125,-240.8984375,-11,-1,-3,1,-2,-4,-2,0,0,-1,-1,-2,0,0,-12.7,-15.24,0,0
Dan Miragliotta, Brazil,Blue,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-0.301386719,0.673515625,-0.273710938,-0.073567708,-0.184244792,-0.006510417,-0.001302083,-10.09440104,-14.88997396,-3.080729167,-7.449869792,-17.86914063,0,-10.00130208,-14.33658854,-0.54296875,-1.942708333,-0.143229167,-0.782552083,-6.3203125,-10.15169271,0.017578125,-4.557942708,-2.243489583,-1.950520833,-1.588541667,-0.602864583,-1.530598958,-2.787760417,-1.509765625,-2.2890625,-9.922526042,-11.08138021,-2.684244792,-4.6015625,0.186197917,-0.095703125,-0.303385417,-0.379557292,-0.358072917,-3.712890625,-0.093098958,-2.46875,-90.70507813,-351.4746094,-704.6035156,-24,0,0,0,-1,-4,-5,0,0,0,-3,0,-1,0,7.62,0,0,-4
Herb Dean, USA,Blue,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.25265625,-0.3996875,0.427421875,-0.255208333,-0.109375,0.205729167,0.020833333,46.18489583,39.578125,17.95833333,14.48958333,63.43229167,0,34.44270833,14.859375,-0.177083333,3.013020833,-0.341145833,2.372395833,39.75520833,32.9453125,13.265625,9.8125,3.9375,2.34375,2.908854167,1.388020833,2.4921875,4.2890625,1.783854167,3.2890625,36.36979167,35.16927083,12.96875,12.16666667,4.606770833,2.302083333,1.8046875,1.5546875,5.208333333,2.106770833,3.184895833,0.768229167,16,174.2890625,448.421875,-5,-1,0,0,-2,-4,-1,0,0,0,-1,-1,-2,0,2.54,-2.54,0,1
Leon Roberts, Brazil,Red,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.125,-0.125,0.14375,-0.166666667,-0.166666667,-0.041666667,0,-4.541666667,5.083333333,-8.125,8.166666667,-13.79166667,0,-16.54166667,18.5,-0.208333333,1.208333333,-0.083333333,1.208333333,-8.083333333,6.5,-8.458333333,9.541666667,2.583333333,-2.333333333,-0.625,-1.916666667,0.958333333,0.916666667,0.958333333,0.541666667,0.625,-1.416666667,-3.75,-1.833333333,-4.541666667,-3.75,-3.875,-2.041666667,-0.625,10.25,-0.5,12.04166667,-78.75,32.75,181.5,-8,0,-1,1,-1,-1,-2,0,0,0,0,-1,0,0,-5.08,-10.16,0,1
Mario Yamasaki, Brazil,Red,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.1975,-0.2475,-0.5,0.333333333,-0.5,0,0,-2.25,23.16666667,-3,15.66666667,-3,0,-2.916666667,16.33333333,0.5,-0.5,-0.083333333,-0.5,-1.25,17.58333333,-2.416666667,11.41666667,-0.333333333,5.916666667,-0.25,4.333333333,-0.666666667,-0.333333333,-0.333333333,-0.083333333,5.666666667,20.25,1.083333333,13.66666667,2.833333333,10.41666667,1.166666667,7,-10.75,-7.5,-5.25,-5,-44,-55.5,-15.5,-3,0,-2,1,-2,-2,0,0,0,0,0,-2,0,0,-2.54,-5.08,-10,8
Dan Miragliotta, USA,Blue,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.036407051,-0.130149841,0.089571991,0.047403463,0.009369914,-2.54E-06,-2.54E-06,-18.06641261,-33.49990768,-4.772116343,-11.88390884,-12.7342954,0,-0.789296977,-8.33684415,0.270734278,0.114091492,0.039721171,0.035892741,-10.57380829,-31.39523366,0.038425954,-10.18297806,-4.56433932,-2.355121867,-2.217882284,-1.739248657,-3.943793996,-0.541218821,-3.422087097,-0.676520793,-22.37586517,-34.78616435,-7.985871633,-12.76467489,0.748759206,-1.965352122,0.622971598,-1.191766612,1.046370443,0.728431702,0.826200358,0.405865987,59.98468018,20.56169128,-231.7676468,-48,-1,-3,0,-3,-11,-8,0,0,-2,-4,-4,0,-1,5.08,7.62,0,-2
Cameron Quinn, Australia,Blue,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.005731773,0,0.008261719,-0.008582052,-0.003660297,0,0,-0.571614583,-0.488248698,-0.083333333,0.10043246,-0.706176758,0,0.03125,0.28246127,-0.013275274,0,-0.010367839,0.020833333,-0.366905721,-0.438802083,-0.124641927,-0.074069214,-0.07854983,-0.041666667,-0.033854167,-0.025313314,-0.00141805,0.058797201,-0.046158854,0.05880127,-0.583333333,-0.782552083,-0.3125,-0.177604167,0.03125,-0.004919434,0.028645833,-0.035408783,-0.070849609,-0.005208333,-0.020442708,-1.11E-16,-5.653320313,4.625,-17.34410095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.54,5.08,15,2
Osiris Maia, Brazil,Red,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.11875,0.136152344,0.103125,0.031778463,-0.022526042,0,0,-18.51757812,-33.21289062,-6.786458333,-7.876302083,-11.96158854,0,-1.845052083,-3.578248366,0.064849726,-0.66015625,0.086588542,0.041666667,-10.51705729,-22.15039063,-1.280598958,-1.833393351,-2.338315455,-3.51953125,-1.302083333,-1.364583333,-6.677734375,-8.334635417,-5.033203125,-5.393164063,-21.63932292,-37.51236979,-9.485677083,-10.93489583,-0.492838542,0.61484375,0.158203125,0.641927083,1.100260417,1.161458333,0.776432292,0.75,80.65527344,68.19921875,-250.1523438,-26,0,0,-1,-7,-8,-2,0,0,-2,-4,-1,-1,0,2.54,2.54,0,-5
Mike King, USA,Red,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.155,-0.5,0.5,-0.25,-0.5,0,-0.25,46.08333333,50.5,13.5,20.91666667,48.25,0,14.33333333,24.66666667,-0.583333333,0.333333333,-0.583333333,0.166666667,38.16666667,37.66666667,9.25,10.75,5.75,9.166666667,2.416666667,7.166666667,2.166666667,3.666666667,1.833333333,3,46,43.33333333,14.91666667,15.58333333,2.666666667,4.666666667,1.666666667,3.333333333,-2.583333333,2.5,-3.083333333,2,-9.5,31.5,677,5,-1,1,0,1,1,0,0,0,1,1,0,-1,0,-10.16,-7.62,0,-2
Osiris de Medeiros, Brazil,Red,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.0540625,0.00375,-0.4390625,-0.25,0,0,-0.020833333,20.78125,4.34375,6,-0.65625,33.1875,0,16.25,3.458333333,1.708333333,-1.291666667,1.0625,-0.78125,14.82291667,-5.09375,0.3125,-6.729166667,0.927083333,5.9375,0.770833333,3.96875,5.03125,3.5,4.916666667,2.104166667,14.82291667,12.58333333,2.34375,4.59375,2.697916667,2.197916667,2.03125,2.208333333,3.260416667,-10.4375,1.625,-7.458333333,311.53125,-354,283.375,-11,0,-1,0,-1,-2,-3,0,0,0,-1,-1,0,0,-12.7,-15.24,-10,-4
Robbie Scheureumann, USA,Red,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.035,-0.22,0.5,0,0.333333333,0,0,-3.166666667,-5.333333333,-4.166666667,-3.5,-16.66666667,0,-15.83333333,-3,-1.5,-1,-0.666666667,0.166666667,2.666666667,-1.666666667,0.666666667,-0.5,-1.666666667,-1.5,-1.166666667,-1,-4.166666667,-2.166666667,-3.666666667,-2,-1.5,-1.833333333,-1.166666667,-0.833333333,-4.833333333,-3.833333333,-4.166666667,-3,3.166666667,0.333333333,1.166666667,0.333333333,-211.5,-6.5,-241.5,-2,0,-2,1,-1,-1,1,0,0,0,-1,0,0,0,0,2.54,0,-2
John Sharp, Australia,Red,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0525,0.2275,0.26125,0,-0.020833333,0.166666667,0.166666667,-12.1875,-20.41666667,-0.875,-6.666666667,-14.29166667,0,-2.520833333,1.4375,0.3125,1.0625,0.1875,0.645833333,-14.27083333,-12.04166667,-1.895833333,-1.979166667,1.979166667,-3.895833333,1.479166667,-1.125,0.104166667,-4.479166667,-0.458333333,-3.5625,-13.5625,-20,-1.875,-6.5,-0.541666667,-1.625,-0.333333333,-1.208333333,1.916666667,1.208333333,1.333333333,1.041666667,59,231.625,139.5625,-2,-1,2,0,2,1,-2,0,0,1,-1,0,0,1,5.08,10.16,20,4
Mike Beltran, USA,Red,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.001508179,0.272769165,-0.248193054,-0.092191569,-0.000325521,0.083231608,-0.212506104,-2.1815389,20.69836222,-2.503049723,4.6855896,-2.621034749,0,-2.430710856,7.397306315,0.59148763,3.013480632,0.50125529,0.393210856,-3.861730957,22.7714681,-3.878057861,5.011132813,1.648244222,1.119169108,0.914798991,1.866601563,0.031947835,-3.192274984,0.460209147,-2.192144775,2.777825928,19.31443888,2.006473796,4.016558838,-0.957737223,1.346860758,-0.609403483,0.725160726,-4.001627604,0.037062581,-3.900120036,-0.056129964,37.19564819,-4.553710938,-80.61639404,-41,-4,2,0,-1,-7,-6,0,0,0,-2,1,-6,0,0,5.08,0,-14
Todd Ronald Anderson, USA,Blue,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.022249683,-0.132357265,0.335792552,0.168861523,-0.164062498,2.10E-05,6.36E-07,-2.577282494,9.774456616,-1.166607096,4.479186183,-11.4410603,0,-8.602849337,2.456195829,-0.878730803,-0.609639006,-0.590886601,-0.165340549,-3.416127345,6.920815401,-2.471275039,1.707150073,-0.861251415,0.88784261,-0.143231437,0.959372616,1.700096266,1.965798605,1.447899379,1.812663495,2.844644739,8.162797859,2.152763043,3.183625337,-2.103489676,1.509794627,-1.139247373,1.236114987,-3.318437557,0.10186413,-2.180122766,0.059445859,-146.8266682,-72.88168728,142.8554362,57,1,2,0,6,19,8,0,0,0,5,8,6,0,10.16,2.54,0,9
Herb Dean, USA,Blue,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.3825,-0.3325,-0.55,-0.083333333,0.083333333,-0.083333333,0.166666667,-19.16666667,-15.58333333,-7.416666667,-5.666666667,-40,0,-25.66666667,-9.25,-2.583333333,-1.666666667,-1.25,-0.666666667,-18.08333333,-10.25,-6.416666667,-2.25,-1,-3.75,-0.916666667,-2.25,-0.083333333,-1.583333333,-0.083333333,-1.166666667,-11.5,-16.33333333,-2.25,-5.666666667,-1.916666667,-1,-1.416666667,-0.75,-5.75,1.75,-3.75,0.75,-359.5,-4.25,-655.25,-6,0,-2,2,-2,-2,1,0,0,-1,0,0,-1,0,2.54,5.08,0,7
Jason Herzog, USA,Red,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.125,0.21,0.1175,-0.083333333,0,0,0,2.25,-0.291666667,7.583333333,4.125,3.166666667,0,7.958333333,6.958333333,-1.416666667,0.708333333,0,0.125,-8.041666667,1.375,0.125,5.708333333,4.75,0.458333333,3.333333333,0.083333333,5.541666667,-2.125,4.125,-1.666666667,0.958333333,-10.83333333,7.708333333,-2.708333333,2.25,2.125,0.833333333,1.041666667,-0.958333333,8.416666667,-0.958333333,5.791666667,-49.75,104.875,-38.625,3,0,-2,1,0,0,1,0,0,0,1,0,-1,0,-7.62,-2.54,0,0
Mario Yamasaki, Brazil,Blue,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.181669922,0.032011719,0.200791016,0.099934896,-0.251627604,0,0.021158854,5.749348958,-3.421875,8.188151042,1.587239583,5.229817708,0,9.021158854,-0.822265625,0.981119792,0.153320313,0.462239583,0.241210938,5.297526042,-2.040039063,6.540039063,2.745442708,0.574544271,-0.919596354,1.327473958,-0.682942708,-0.122721354,-0.462239583,0.320638021,-0.475260417,-1.368815104,-4.422526042,0.694010417,1.245442708,5.129882813,0.864908854,4.383463542,0.219401042,1.98828125,0.135742188,3.110677083,0.122395833,-110.0146484,27.5625,-224.0625,26,0,0,0,3,6,4,0,0,1,3,1,1,0,0,-2.54,-10,0
Keith Peterson, USA,Red,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.010300293,0.001069336,0.064748535,0.255859375,-0.01254069,0.041625977,0.00012207,17.05479329,27.0006429,13.1939209,14.94752604,16.92652995,0,13.0886556,20.54883626,-0.039388021,0.460424805,0.005240885,0.073331706,13.52693685,27.23958333,8.619026693,14.07197266,-2.470532227,1.267122396,-0.750773112,1.221671549,5.998388672,-1.506062826,5.325667318,-0.346118164,15.04943034,23.75840658,11.24818522,13.00002441,0.887467448,3.185375977,0.880541992,2.130704753,1.117895508,0.056860352,1.065193685,-0.183203125,8.919799805,110.8104248,-294.9932861,-18,-2,-1,1,-1,1,-3,0,0,1,-4,1,3,0,-2.54,0,0,-9
Herb Dean, Brazil,Red,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.107189558,-0.062239647,-0.100732193,0.000147565,-0.004117839,1.59E-07,4.88E-05,4.543925126,20.12360002,2.872151121,12.11032065,4.316003259,0,2.773018169,20.44666214,-0.031197548,-1.042536259,-0.020781263,-0.432267475,-0.433589538,11.47110319,-0.39178772,5.459525347,3.299957244,2.718106906,2.332438548,1.330289475,1.677557421,5.934389925,0.931500292,5.320505826,7.95982755,17.07441134,5.097246106,9.854535627,-1.08670373,2.469958814,-0.65594058,1.637412739,-2.329198694,0.579229863,-1.569154406,0.618372281,-28.63312554,39.35738897,523.8643575,41,13,16,-1,14,13,2,0,0,0,2,8,3,0,7.62,0,0,9
Dale Frye, USA,Red,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.116640625,0.9040625,0.1634375,0.436197917,0.998697917,0,0.993489583,-28.48567708,-50.20963542,-7.16796875,-15.60807292,-26.54166667,0,-5.197916667,-21.73307292,0.55078125,-1.76953125,0.596354167,-0.385416667,-27.10807292,-35.38151042,-5.436197917,-5.31640625,-1.470052083,-3.602864583,-1.188802083,-0.92578125,0.092447917,-11.22526042,-0.54296875,-9.365885417,-30.28645833,-46.29557292,-6.619791667,-11.46223958,-1.322916667,-6.221354167,-1.23828125,-5.130208333,3.123697917,2.307291667,0.690104167,0.984375,-86.46484375,55.22265625,-345.2734375,-24,0,-4,1,-4,-7,-1,0,0,0,-4,-3,0,0,0,-2.54,15,8
Marc Goddard, United Kingdom,Red,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.005731773,0,0.008261719,-0.008582052,-0.003660297,0,0,-0.571614583,-0.488248698,-0.083333333,0.10043246,-0.706176758,0,0.03125,0.28246127,-0.013275274,0,-0.010367839,0.020833333,-0.366905721,-0.438802083,-0.124641927,-0.074069214,-0.07854983,-0.041666667,-0.033854167,-0.025313314,-0.00141805,0.058797201,-0.046158854,0.05880127,-0.583333333,-0.782552083,-0.3125,-0.177604167,0.03125,-0.004919434,0.028645833,-0.035408783,-0.070849609,-0.005208333,-0.020442708,-1.11E-16,-5.653320313,4.625,-17.34410095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7,12.7,-45,0
Chris Tognoni, USA,Blue,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.28,-0.43,0.2,-0.25,0,0,-0.25,62.83333333,53.25,23.91666667,16.08333333,41.08333333,0,7.666666667,24.83333333,-4,1.666666667,-1.75,0.333333333,56.08333333,41.58333333,20.58333333,8.166666667,7.833333333,8.916666667,4.75,5.5,-1.083333333,2.75,-1.416666667,2.416666667,54.16666667,49.08333333,19,12.75,7,4.75,4.666666667,3.666666667,1.666666667,-0.583333333,0.25,-0.333333333,-724,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.08,30,-3
Mark Smith, USA,Red,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.075,0,-0.005,0,-0.25,0,0,52.75,41.66666667,10.58333333,17.75,53.66666667,0,11.33333333,19.25,-0.25,1.833333333,0,0.666666667,53.75,31.91666667,10.33333333,8.75,2.25,3.833333333,2.916666667,3.666666667,-3.25,5.916666667,-2.666666667,5.333333333,54.5,39.16666667,12.08333333,15.91666667,-0.333333333,2.333333333,-0.5,1.5,-1.416666667,0.166666667,-1,0.333333333,-34,120.25,425,1,0,0,1,-1,-1,0,0,0,0,0,-1,0,0,2.54,5.08,-20,-8
Herb Dean, USA,Blue,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0053125,0.25625,0.0040625,0.291666667,0.166666667,0,0.166666667,-9.708333333,-15.715625,-3.786458333,-6.738541667,-8.671875,0,-2.885416667,-6.471875,0.65625,-0.958333333,0.21875,-0.234375,-5.866666667,-13.090625,-0.032291667,-4.319791667,0.375,-2.873958333,-0.197916667,-1.953125,-4.216666667,0.248958333,-3.55625,-0.465625,-10.40104167,-14.18020833,-4.791666667,-5.239583333,-0.213541667,-1.385416667,0.119791667,-1.255208333,0.90625,-0.15,0.885416667,-0.24375,43.359375,-52.40625,-244,-3,0,-2,0,-2,-1,0,0,0,0,-1,-1,1,0,2.54,2.54,-10,4
Dan Miragliotta, USA,Red,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0290625,-0.0625,0.1684375,0.047403463,-0.032291667,0,0,-2.21484375,-1.552083333,-1.729166667,1.96875,4.895833333,0,3.760416667,6.643756843,-0.17994194,0.083333333,0,0.135416667,-1.401822917,0.989583333,-1.65625,2.582622274,-1.193133163,-2.072916667,-0.614583333,-0.0390625,-0.635416667,-1.260416667,-0.287760417,-1.289648438,-4.739583333,-6.25,-2.90625,-1.104166667,0.875,1.221614583,0.625,0.84375,-0.864583333,0.953125,-1.2125,0.5625,83.24316406,76.40625,102.5,-16,0,-1,0,-1,-3,-3,0,0,-1,-1,-1,0,0,-2.54,-10.16,-10,-6
